Id,SalePrice
1461,127846.13683178343
1462,154929.9919382407
1463,179899.064912325
1464,184645.52594963837
1465,196331.8644721352
1466,182009.1996004205
1467,169303.0955466056
1468,174990.6862188683
1469,180368.39995019662
1470,116641.68013025839
1471,193848.061435499
1472,94252.26839421016
1473,98579.02118366811
1474,156255.5936769638
1475,133819.7424807191
1476,389687.4000089031
1477,258681.83443864904
1478,306078.71058350074
1479,232575.8255673201
1480,463539.80328968255
1481,301331.566951143
1482,209686.64131881617
1483,173487.24777482095
1484,175763.5123951094
1485,167142.66659165837
1486,202090.33193955838
1487,314019.0224687028
1488,245672.23366727255
1489,206974.92194325355
1490,193652.26214130622
1491,192022.8704523124
1492,106622.95627255211
1493,176955.61894452895
1494,296334.7077890633
1495,292631.6213444943
1496,219282.53889040957
1497,184792.44246319908
1498,152743.57500289037
1499,152800.92777202892
1500,149130.37913100843
1501,176590.1140926804
1502,154136.48122404757
1503,303270.7682767981
1504,235759.93307366874
1505,213121.7691540602
1506,178258.96683872023
1507,224485.58602570702
1508,198962.74254772795
1509,165606.87512426657
1510,149658.8650759498
1511,151620.13562384815
1512,165931.18545905632
1513,148074.47091776872
1514,172809.43016791716
1515,195823.40148764718
1516,167911.10775446412
1517,154442.28443567475
1518,127453.8276200301
1519,223674.67159038375
1520,138246.21916021736
1521,145699.7211499707
1522,169224.6616099904
1523,113852.82519938124
1524,122771.71218736337
1525,124078.69123884322
1526,129393.7026685399
1527,101039.83229909562
1528,128147.48550275777
1529,144008.33985695802
1530,169549.41680339273
1531,126132.6361121709
1532,108861.95870016025
1533,149931.8574272302
1534,118863.66793653394
1535,166855.6833842466
1536,118754.22183948683
1537,80686.3198642189
1538,193941.4264960958
1539,236872.20898702354
1540,114374.87296019921
1541,161167.71532967535
1542,152416.25997606746
1543,226863.5747409601
1544,85402.08234475316
1545,105546.58455619946
1546,126999.0150516794
1547,139207.3671436334
1548,138659.63344876992
1549,116469.98946444642
1550,148758.95541611957
1551,118497.14629924233
1552,148874.25790269749
1553,147564.15437116343
1554,111000.84480934468
1555,176531.72634270805
1556,93002.55568728864
1557,128387.95820612692
1558,99219.82981216181
1559,112279.89317015713
1560,155648.0188104424
1561,150901.92241741405
1562,123306.55710603458
1563,122903.89997554405
1564,159487.1043101372
1565,157856.00763122548
1566,221220.21878320366
1567,81773.02889472716
1568,218546.27154965137
1569,146267.02509649008
1570,119125.66371362546
1571,134191.04315520765
1572,145527.46591889497
1573,242049.1732662338
1574,115936.92563207613
1575,207885.54207626043
1576,209672.72964085548
1577,202628.0327500666
1578,158272.06726985506
1579,142199.73339145997
1580,194673.22042667374
1581,140562.78812671846
1582,128883.32999922766
1583,336936.65828552603
1584,243706.693214533
1585,142162.93621371078
1586,74731.69550542369
1587,99205.3825940784
1588,145952.0959564197
1589,109056.86810675883
1590,135958.6717229776
1591,107203.97781899657
1592,130517.4185317661
1593,120399.45638335784
1594,135325.74321004283
1595,121675.94503639117
1596,237873.94126086368
1597,163762.95306234882
1598,185059.1919335966
1599,223779.96308261526
1600,194868.71651647025
1601,63918.51008967709
1602,109571.66832213123
1603,102145.85356513283
1604,280439.1580398108
1605,256175.7528751059
1606,170231.13757828288
1607,156628.80713793245
1608,213622.33906503918
1609,197718.5647885088
1610,155777.4856844099
1611,153846.13308815038
1612,156306.47757623362
1613,166672.58614034214
1614,121336.15161324473
1615,85640.16057672199
1616,78321.24185312023
1617,88207.92392795547
1618,125914.31444136913
1619,131917.1219856235
1620,149395.64693669238
1621,139414.6415143913
1622,149169.99329257925
1623,294016.1342875366
1624,210508.89191301033
1625,132576.73291666838
1626,175257.57937582652
1627,187333.81475797924
1628,281092.71028686466
1629,170374.18020852457
1630,359042.0774408624
1631,223423.5146885965
1632,257538.18405709547
1633,162687.17015336134
1634,181479.2836639892
1635,178094.20749611052
1636,160425.9552044578
1637,176097.37869931455
1638,211046.44326274033
1639,182706.46684438712
1640,251786.54450465963
1641,188424.02965185218
1642,216591.13296884522
1643,225969.69018050327
1644,227567.64302126187
1645,175763.21903294633
1646,152743.05681715708
1647,164647.85331881457
1648,141847.19049241248
1649,139153.3196553702
1650,119092.36660226672
1651,118737.99658004893
1652,94560.8880034596
1653,98001.58551802757
1654,155853.429992912
1655,153926.1566386923
1656,154272.02403930455
1657,156120.38623411284
1658,154469.7454140728
1659,141966.12546771762
1660,145019.95836473847
1661,451370.7057171038
1662,396336.73945815297
1663,381103.93832562567
1664,437388.11878057895
1665,317991.09954425204
1666,331620.7227725999
1667,345457.0758043471
1668,331228.20143315056
1669,297977.8451412562
1670,336592.8927685296
1671,277325.7421105164
1672,478031.31133730157
1673,299209.5118143781
1674,254754.54819841872
1675,184131.2745685942
1676,187528.742436564
1677,214294.08333673715
1678,443013.4776468255
1679,373204.57674089633
1680,322126.54211315484
1681,263595.5002523826
1682,299996.2233578404
1683,188311.99299423915
1684,172751.9428680666
1685,174639.3966368354
1686,168146.96025029419
1687,165029.32025520393
1688,191072.66372204563
1689,189412.0228087483
1690,185800.37198107826
1691,168174.1369123932
1692,254642.1884967218
1693,163992.76429338794
1694,183519.9613508618
1695,168147.9658906766
1696,265275.723091637
1697,171392.1179734153
1698,337827.2642778715
1699,331267.7552363582
1700,237695.25841962532
1701,261625.4995187276
1702,265492.0517474797
1703,257558.74211769647
1704,308862.164261344
1705,234357.67784735025
1706,463348.88355555566
1707,221183.82532105476
1708,221894.81739526335
1709,292502.13237223425
1710,229050.08288364334
1711,263273.1954080861
1712,241726.90850500733
1713,256516.879839016
1714,218566.1493646702
1715,201239.65001456265
1716,192643.61296956465
1717,175555.58884651973
1718,143240.18115670385
1719,205044.4147568815
1720,261359.4718659186
1721,176211.96013155702
1722,133702.79502215382
1723,154846.53352666448
1724,214764.8786156897
1725,225641.88935429155
1726,182369.91644529652
1727,170489.2546299652
1728,189339.1912162994
1729,164338.35017464746
1730,160576.83180422385
1731,123225.16030536317
1732,133358.3735633566
1733,127927.62798859045
1734,135177.04846564538
1735,130086.79838163004
1736,118711.75318509334
1737,368561.0154840421
1738,212154.5383688858
1739,274842.5070957357
1740,187749.33902845948
1741,181330.05849875548
1742,176402.57815855648
1743,174590.78070867714
1744,323757.71950116457
1745,231669.8948043681
1746,273987.09966378065
1747,207764.45073012088
1748,212989.77594123207
1749,160689.47643314046
1750,153885.06468133445
1751,226876.61454079504
1752,124379.33766064334
1753,144562.75646043234
1754,222139.96923721104
1755,164247.11265110204
1756,119254.16154902116
1757,123518.22923294961
1758,147039.34279377712
1759,174620.00761083767
1760,158691.78434843555
1761,158511.5995172031
1762,172679.203151352
1763,165441.78801686116
1764,117922.59353192421
1765,175008.44693317518
1766,170759.81860750166
1767,205911.44036366313
1768,140562.21863777793
1769,164821.13502992174
1770,137143.13911236488
1771,142287.4255827023
1772,143234.6469426216
1773,143147.22667791578
1774,128885.59397209728
1775,131798.14166885984
1776,116691.36634584224
1777,119356.52644725949
1778,128901.19520279006
1779,113256.85959064346
1780,176594.06708970934
1781,130254.382069631
1782,101346.21280597827
1783,128481.23049915936
1784,88058.42867860786
1785,116226.57801317904
1786,153500.0135173863
1787,171994.56535123958
1788,61853.11777716186
1789,105912.15188832315
1790,77822.75641098691
1791,166492.4926831658
1792,151981.5990120667
1793,138095.14474687946
1794,142068.47400200978
1795,143215.87499895963
1796,118280.28618183399
1797,128437.19849917098
1798,126665.60063963236
1799,114841.70841730434
1800,121904.7891612695
1801,132503.32332285048
1802,162965.06465666986
1803,155566.2938967054
1804,140098.4689943425
1805,136738.7477832679
1806,116246.32231026901
1807,157262.2602131578
1808,122593.62895520026
1809,129980.35526552539
1810,149496.0911358322
1811,117543.8581342508
1812,121697.7048602011
1813,120533.09108176366
1814,99726.07619335753
1815,63327.481848202224
1816,101307.93201864857
1817,121286.04174317971
1818,132855.04933682986
1819,117354.58471631492
1820,66800.82088064811
1821,114893.51629072959
1822,158882.73291858696
1823,66369.47197468208
1824,134727.98006022212
1825,135709.87502703367
1826,100826.41594713539
1827,107652.53453906829
1828,140395.35075990486
1829,116618.73349807404
1830,148125.80884486393
1831,178161.56214805003
1832,108766.14962245207
1833,153825.05900325996
1834,128276.46915328456
1835,168820.33194583445
1836,127281.21099323608
1837,98673.20392295154
1838,134523.40238899103
1839,85868.17586618454
1840,161272.91041709075
1841,151681.59351429308
1842,87008.42377658196
1843,143742.94511271213
1844,133701.81170612836
1845,142688.44719313795
1846,150896.88223989157
1847,145780.36253550078
1848,61128.33093274361
1849,118121.89224142164
1850,131449.64616214274
1851,152588.78748818292
1852,129563.6637635072
1853,136201.43034753366
1854,173574.34273570552
1855,143033.10548505065
1856,216717.08474553062
1857,163075.8270125739
1858,135685.3687752989
1859,124254.40891629539
1860,152711.36584476725
1861,123834.0396034299
1862,272667.21493680665
1863,267591.91728188645
1864,267591.91728188645
1865,329581.68247675407
1866,331246.7404503902
1867,250019.0532855819
1868,309054.85797732935
1869,195621.974334373
1870,262256.78598863527
1871,244108.48869931605
1872,172811.0336528562
1873,222001.54603855516
1874,136524.9201892164
1875,199745.66973553988
1876,197249.63019100655
1877,208334.48290047693
1878,208715.71106799808
1879,131718.53730236067
1880,136968.06784389718
1881,240168.69815604162
1882,256257.32446801983
1883,200085.92664741044
1884,218937.29146386296
1885,256885.1733567229
1886,297115.5042099867
1887,201435.29065307486
1888,290884.0704450226
1889,164895.15044277045
1890,138607.8131009296
1891,144958.46826465972
1892,115269.8533884951
1893,137891.06257995174
1894,127552.53816008208
1895,152343.3845917086
1896,123448.35991522009
1897,117124.89719770203
1898,110431.94261153541
1899,124530.15343442271
1900,138695.21765032093
1901,163609.90194073896
1902,124790.58547586061
1903,221934.2183424974
1904,137848.01304658537
1905,177361.91931130548
1906,154446.26883425514
1907,201448.41327981814
1908,115300.16323891573
1909,136468.0779554592
1910,127070.66467280162
1911,192827.30572422408
1912,269283.1057883494
1913,156090.2707869506
1914,74341.10599741434
1915,317561.9958797132
1916,72515.08084262985
1917,254465.15345253478
1918,135420.15038012338
1919,158120.6902165942
1920,155458.2144706972
1921,395398.2361079207
1922,322947.0800525512
1923,207366.7850313016
1924,234435.0249906249
1925,225045.8643013025
1926,375723.2581626868
1927,138581.75914641275
1928,164464.34440677462
1929,125124.50711393374
1930,122906.34536138974
1931,139840.35589664214
1932,138698.93518141066
1933,166707.7229033472
1934,186473.86490757647
1935,177073.00391126398
1936,189891.37218289278
1937,182696.0727456253
1938,165675.75321667318
1939,252113.81987685335
1940,197267.61885705587
1941,177895.7031230036
1942,195344.8881070327
1943,197119.0482588132
1944,303923.445284817
1945,358071.0448822444
1946,161516.58653568733
1947,310558.6956268696
1948,169938.9270326876
1949,240495.47528619162
1950,182083.37437120063
1951,278136.2664164946
1952,237572.22838664617
1953,163793.56560539838
1954,214523.00470362295
1955,129801.24814539058
1956,274331.2989405622
1957,167563.4274370712
1958,306463.37605939613
1959,139443.2584461301
1960,117776.1846227918
1961,120064.8849187432
1962,95032.55639517242
1963,103677.0919693834
1964,114371.03292212747
1965,152343.1379249183
1966,149957.74050332909
1967,284137.53047560895
1968,399662.02366658184
1969,377109.75558818574
1970,436267.76415319875
1971,427493.58532539697
1972,367387.21147353575
1973,259470.2270413009
1974,307752.0603112187
1975,447103.46524089645
1976,277999.7520069199
1977,354430.10198635614
1978,343065.7566391998
1979,341838.0278156546
1980,196779.95072542434
1981,344584.6401013434
1982,235281.15573901706
1983,218646.032643302
1984,171520.98907111204
1985,201351.18965711203
1986,217112.12902140117
1987,178910.46070813938
1988,177962.90238370615
1989,191914.50128971518
1990,218531.32021229132
1991,220264.95589427688
1992,215478.53614634796
1993,170811.2910071349
1994,249349.44724435158
1995,189680.8290377402
1996,251513.56712219946
1997,323134.49593870057
1998,345045.677185959
1999,250375.45171153732
2000,306797.6289424049
2001,269045.6969925565
2002,235181.89263837348
2003,264171.66830326506
2004,271070.71334477776
2005,225471.33541469046
2006,222741.83337626304
2007,249198.18970388576
2008,208166.82771419053
2009,183363.38599688536
2010,191441.7674966574
2011,146324.41799406416
2012,181368.44769826037
2013,180360.17012532477
2014,189084.60293682854
2015,193455.3203717179
2016,193150.5397740108
2017,205752.295484695
2018,122420.39652951658
2019,133184.20888113312
2020,124493.84811493251
2021,119536.83096552633
2022,176485.33416346036
2023,154242.01437249818
2024,219416.3489393189
2025,380800.7769111111
2026,183018.27194850222
2027,149614.84852296382
2028,154334.67856080947
2029,173211.05532293764
2030,284725.38657543925
2031,259938.7220383459
2032,275483.97532077
2033,277723.81877344876
2034,163431.19026674205
2035,208583.90393248308
2036,196093.2433949456
2037,201322.76428688702
2038,318567.6471079846
2039,213371.2407847069
2040,416949.0617619048
2041,290031.85469208215
2042,209581.37793753372
2043,168327.83714001562
2044,172070.14775407038
2045,229611.50537154992
2046,133980.6078142123
2047,152291.4664893693
2048,132026.28170812593
2049,131524.85739101586
2050,179605.0176975343
2051,103034.1619276409
2052,139385.70692308803
2053,144285.8084847034
2054,75112.48138302915
2055,153906.96284740226
2056,125853.60267226672
2057,127589.23394801296
2058,219264.52953771473
2059,123128.60808792277
2060,163437.27007098807
2061,181192.4778728145
2062,138164.96291934946
2063,109769.24480479206
2064,139944.370503266
2065,130045.57405392072
2066,173263.58935909794
2067,130035.1850710778
2068,132697.38718376195
2069,92772.10749237955
2070,110973.40931754347
2071,90638.33621617321
2072,136038.9490449152
2073,136798.27682684924
2074,185677.4220497201
2075,148814.6324531604
